Title,channel_title,published_at,category_id,view_count,like_count,comment_count,likes_to_views_ratio,comments_to_views_ratio,duration_seconds
How to learn Data Science? In Short,Apna College,2023-10-19 15:41:19+00:00,27,1303932,84256,274,0.06461681697,0.0002101334961,47
Data Analyst vs Data Scientist vs  vs Data Engineer | Difference Explained,Apna College,2024-01-13 15:03:11+00:00,27,1122469,36356,1329,0.03238928435,0.001183996009,809
How much does a DATA SCIENTIST make?,Broke Brothers,2023-04-18 14:52:59+00:00,22,1126651,35556,327,0.03155899071,0.0002902404647,34
Full Guide Belajar CODING untuk Pemula 💻📚,xaviera putri,2023-12-01 12:00:23+00:00,22,1105250,49504,1163,0.04478982602,0.00105224967,1150
Learn SQL Beginner to Advanced in Under 4 Hours,Alex The Analyst,2024-10-08 12:00:27+00:00,27,1100219,21763,833,0.01978058934,0.000757121303,14698
Intro a Data Science con Python Desde Cero,Frank Andrade,2021-12-28 17:00:46+00:00,22,1074896,13857,270,0.01289146774,0.0002511868579,13892
Data Engineer vs. Data Scientist ft. @eczachly_,Sundas Khalid,2024-11-18 15:08:49+00:00,28,1552154,39747,405,0.02560762295,0.0002609275491,53
Learn Machine Learning Like a GENIUS and Not Waste Time,Infinite Codes,2024-11-14 15:44:06+00:00,27,1066052,66417,704,0.06230178049,0.0006603799248,903
Python for Data Analytics - Full Course for Beginners,Luke Barousse,2024-06-07 12:01:05+00:00,28,1030756,28391,872,0.02754383429,0.0008459801874,40181
Software Engineer vs Data Scientist 😎 ft. @SajjaadKhader & Megan,Sundas Khalid,2024-04-25 04:22:53+00:00,28,1271132,32844,308,0.02583836624,0.0002423035198,29
I can't STOP reading these Machine Learning Books!,Nicholas Renotte,2023-01-24 02:32:13+00:00,28,1189069,73052,250,0.0614362485,0.0002102483453,26
How much does a DATA SCIENTIST make? #shorts #ytshorts #techjobsin2minutes,Tech Stories in 2 Minutes,2024-06-19 15:00:40+00:00,27,1287173,31618,264,0.02456388958,0.0002051004759,35
Data Science Course for Beginners (11 Hours Data Science Tutorial),Great Learning,2020-02-03 12:56:37+00:00,27,1006830,29330,511,0.0291310061,0.0005075330418,40167
How I'd become a data analyst (if i had to start over) in 2025,Agatha,2024-01-12 14:00:27+00:00,22,966949,46020,1144,0.04759294689,0.001183101505,537
Data Analyst Salary & Job Market in 2025 #DataAnalyst #DataScience #DataAnalystSalary  #BigData #ai,Zubani Jack,2024-10-16 11:45:53+00:00,19,1231493,40648,433,0.03300706297,0.0003516054483,50
AI vs ML vs DL vs DS: What's the Difference?,GeeksforGeeks,2025-01-25 03:30:15+00:00,27,1335691,55591,146,0.04161962488,0.0001093066366,62
Software Engineer Vs Data Science in 2025 👀 @meglovesdata,Sajjaad Khader,2025-05-12 14:44:00+00:00,27,1769525,27075,493,0.01530070765,0.0002786056831,32
HTML Tutorial for Beginners | Complete HTML with Notes & Code,Apna College,2022-03-22 15:30:08+00:00,27,26688082,494207,24551,0.01851789055,0.0009199236978,7560
How to Make a Website in 10 mins - 2025 Simple & Easy,Website Learners,2018-01-03 15:32:33+00:00,26,19583119,396640,16522,0.02025417809,0.0008436857865,742
HTML & CSS Full Course - Beginner to Pro,SuperSimpleDev,2022-02-05 16:41:52+00:00,27,17223417,313182,16949,0.01818349877,0.0009840671579,23484
"CSS Tutorial for Beginners | Complete CSS with Project, Notes & Code",Apna College,2023-06-04 16:32:22+00:00,27,15010531,177335,12936,0.0118140383,0.0008617949051,26304
JavaScript Course for Beginners – Your First Step to Web Development,Programming with Mosh,2018-04-24 02:37:33+00:00,22,14584557,249667,7611,0.01711858529,0.0005218533191,2897
HTML Tutorial For Beginners In Hindi (With Notes) 🔥,CodeWithHarry,2021-03-17 02:55:23+00:00,27,14441676,348594,29772,0.02413805543,0.002061533435,11472
HTML Tutorial for Beginners: HTML Crash Course,Programming with Mosh,2021-01-11 14:30:10+00:00,27,10401400,228665,6170,0.02198405772,0.0005931893213,4174
"Introduction to HTML, CSS, JavaScript & How websites work? | Web Development Tutorials #1",CodeWithHarry,2019-12-25 08:12:47+00:00,27,8585440,217065,17155,0.02528291791,0.001998150124,1107
"How I Learned to Code in 4 Months & Got a Job! (No CS Degree, No Bootcamp)",Tim Kim,2023-06-13 18:52:08+00:00,22,8353887,406991,8924,0.04871875227,0.001068245109,591
Introduction to Web Development | World's most premium Web Development Course | Lecture 0 (Reupload),Apna College,2020-12-12 13:59:05+00:00,22,7247716,183565,6493,0.02532728582,0.0008958683127,668
JavaScript Tutorial Full Course - Beginner to Pro,SuperSimpleDev,2024-05-09 07:28:14+00:00,27,7193467,144353,8418,0.02006723322,0.001170228324,80157
How To Make Website Using HTML & CSS | Full Responsive Multi Page Website Design Step by Step,GreatStack,2021-03-15 14:00:12+00:00,27,7088755,148681,5017,0.02097420196,0.0007077405401,4319
Installing VS Code & How Websites Work | Sigma Web Development Course - Tutorial #1,CodeWithHarry,2023-09-26 14:39:53+00:00,27,6385911,157559,38775,0.02467290498,0.006071959651,1880
Web Development Full Course - 10 Hours | Web Development Course Roadmap 2024 | Edureka,edureka!,2019-07-28 08:30:00+00:00,27,6077042,123783,873,0.02036895247,0.0001436553929,37222
"JavaScript Tutorial (2024) for Beginners to Pro (with Notes, Projects & Practice Questions)",Apna College,2023-12-21 14:39:41+00:00,27,5617709,69149,3693,0.01230910816,0.0006573853047,42434
How To Create A Website using HTML & CSS | Step-by-Step Tutorial,PROROZ,2021-05-16 12:06:59+00:00,24,5568555,86786,3148,0.01558500983,0.0005653171127,1639
The Website 💀 #designer #developer #web #shorts,NEXOS CREATOR,2025-06-14 11:13:11+00:00,28,14690733,187283,1135,0.01274837595,0.0000773,10
Power of CSS 😍 #csstutorial #codinglover #coder #codingshortvideo #viral #trading,Code with Patel,2024-06-17 04:30:19+00:00,27,6002238,283396,2207,0.04721504758,0.0003676961214,14
Free open source UI elements for any project #productivity #webdevelopment #webdesign #uidesign,SetupsAI,2024-12-01 10:52:28+00:00,22,5367300,229221,519,0.04270693967,0.0000967,15
HTML & CSS Full Course for free 🌎,Bro Code,2023-05-31 14:00:57+00:00,27,4739137,117684,3920,0.02483236403,0.0008271546429,14563
the untold history of web development,Fireship,2023-12-20 23:50:43+00:00,28,4985330,285142,3966,0.05719620222,0.0007955339375,54
Web Developer's Life be Like!,Copper Digital,2022-11-22 12:28:42+00:00,28,5143180,88139,776,0.01713705973,0.0001508793877,9
HTML Tutorial: Installing VS Code & Live Server | Web Development Tutorials #2,CodeWithHarry,2019-12-25 14:30:02+00:00,27,4497660,122886,4231,0.02732220147,0.000940711183,1070
HTML Tutorial - How to Make a Super Simple Website,freeCodeCamp.org,2018-04-25 16:57:22+00:00,27,4067688,84097,2444,0.02067439276,0.0006008325612,2004
Learn HTML – Full Tutorial for Beginners,freeCodeCamp.org,2022-03-08 16:34:38+00:00,27,3975980,71697,2399,0.01803253084,0.0006033731047,14850
How to Start Web Development? Complete Roadmap for FullStack Developer | 2022,Apna College,2022-04-16 15:16:43+00:00,27,3938455,172533,4196,0.04380726864,0.001065392123,941
5 Websites for Freelancing,Apna College,2022-11-08 13:22:50+00:00,27,4131945,323026,531,0.07817769158,0.000128510876,31
Web Design for Beginners | FREE COURSE,Envato Tuts+,2022-04-13 15:00:14+00:00,27,3905223,111386,1648,0.02852230756,0.0004219988405,19124
Belajar Membuat WEBSITE Dari 0 Sampai Di PUBLISH Untuk Pemula,Dea Afrizal,2022-07-15 01:26:15+00:00,27,3844534,109166,4936,0.0283951115,0.001283900394,6935
Learn Web Design For Beginners - Full Course,Flux Academy,2024-02-02 12:00:44+00:00,27,3801506,79205,1850,0.02083515827,0.0004866491105,11251
Created Reptile | HTML | CSS | Javascript #youtubeshorts #trending #coding #animation #ai #learning,Shivin tutorial,2024-08-19 02:52:59+00:00,27,4083328,159126,1667,0.03896967401,0.0004082453312,15
What a typical day of a programmer can look like 💻 #coder #softwareengineer,Khris Sheer,2022-11-10 00:47:29+00:00,28,4043430,88785,1257,0.02195783729,0.0003108746013,10
"Frontend Web Development Bootcamp Course (JavaScript, HTML, CSS)",freeCodeCamp.org,2022-08-24 13:07:36+00:00,27,3461568,98513,2028,0.02845906004,0.0005858614981,76482
"Full Stack ""Web Development"" Full Course - in 28 Hours | Learn Web Developer in 2025 with Projects",WsCube Tech,2023-01-01 13:30:04+00:00,27,3306774,88856,1775,0.02687089385,0.0005367767689,101808
Learn HTML in 1 hour 🌎,Bro Code,2021-09-01 14:02:11+00:00,28,3230896,127708,4154,0.03952710346,0.001285711058,3600
Django Tutorial for Beginners – Build Powerful Backends,Programming with Mosh,2021-06-28 14:00:31+00:00,27,3224478,53881,2252,0.01670998633,0.0006984074016,3756
Building AMAZON Clone for Beginners | Project using HTML & CSS,Apna College,2023-06-21 17:15:09+00:00,27,3220239,58024,2160,0.01801853278,0.0006707574591,6076
Roadmap to Web Development | for Students,Apna College,2023-10-17 14:20:06+00:00,27,3496105,251348,620,0.07189370116,0.0001773401607,59
Learn web development as an absolute beginner,Coder Coder,2019-11-24 22:38:49+00:00,28,3132228,159848,3873,0.05103330567,0.00123649963,777
How virus is created #webdevelopment #frontend #html #css #javascript #coding #javascripttricks,Yashu Developer,2025-03-05 14:16:41+00:00,20,5033334,24512,1907,0.05103330243,0.0003788740467,42
Squares | HTML CSS,Learning Axis,2023-03-24 02:48:08+00:00,27,3206600,155055,970,0.04835494032,0.0003025009972,60
Figma tutorial for Beginners: Complete Website from Start to Finish,Flux Academy,2022-05-20 18:00:05+00:00,27,2961361,62725,1363,0.0211811322,0.0004602611906,2601
Mastering HTML Basics and Beyond | Your Ultimate Guide to Begin Web Development 💻 in Tamil | EMC,Error Makes Clever,2023-08-08 12:36:00+00:00,27,2947915,66838,2969,0.02267296626,0.001007152171,5978
"Full Stack Web Development for Beginners (Full Course on HTML, CSS, JavaScript, Node.js, MongoDB)",freeCodeCamp.org,2022-11-01 16:39:15+00:00,27,2940155,67114,1405,0.02282667994,0.0004778658003,26952
How to OVER Engineer a Website // What is a Tech Stack?,Fireship,2021-09-24 14:41:18+00:00,28,2866314,119805,3046,0.04179756935,0.001062688504,680
How to become a UI UX Designer?,Apna College,2023-05-11 15:31:17+00:00,27,2934852,202027,565,0.06883717856,0.000192513901,57
Benefits of being developer #webdevelopment #frontend #html #javascript #coding #javascripttricks,Yashu Developer,2025-02-13 13:53:04+00:00,27,4449781,170742,962,0.03837086851,0.0002161903662,21
Full Course Web Development [22 Hours] | Learn Full Stack Web Development From Scratch,Mehul - Codedamn,2022-04-26 05:00:18+00:00,27,2587161,87862,1030,0.03396076473,0.0003981196384,78515
Python Backend Web Development Course (with Django),freeCodeCamp.org,2021-07-01 16:51:03+00:00,27,2585150,57094,1185,0.02208536368,0.0004583871503,36712
Robot Vs Human Bake Off #shorts #artificialintelligence #cake #chocolate #chatgpt,Patrick Zeinali,2022-12-12 17:06:29+00:00,26,98730965,3596119,11101,0.03642341553,0.000112436862,59
ARE THEY ROBOTS OR REAL PEOPLE!!😳🤖 #shorts #ai #robot #scary #artificialintelligence,Katie Feeney,2023-09-12 17:15:19+00:00,22,46409061,1784909,37090,0.03846035501,0.0007991973637,9
Future of AI: Robots Giving Birth in Hospitals? 🏥👶 #robots #robot,Future Ai Robots,2025-03-19 11:01:40+00:00,28,55810726,176252,1049,0.003158030893,0.0000188,8
What if Rocks had Artificial Intelligence? + more videos | #aumsum #kids #children #cartoon #whatif,AumSum's Science,2024-07-05 11:30:08+00:00,27,16861575,7681,324,0.000455532745,0.0000024,618
"Robots Harvesting Rice Artificial Intelligence Robots can also work to harvest rice, which is grea",Robot Work 4.0,2024-10-22 00:23:55+00:00,22,16557591,195928,701,0.01183312163,0.0000423,12
The Truth about Artificial Intelligence and ChatGPT | Dhruv Rathee,Dhruv Rathee,2023-07-16 15:05:29+00:00,27,13034740,524968,31504,0.04027452483,0.00241692566,1357
"Meet Chloe, the World's First Self-Learning Female AI Robot",AI Insider SHORTZ,2023-08-01 12:00:48+00:00,22,12056983,334725,27813,0.02776191791,0.002306795796,31
2025 Humanoid Robot Exhibition Beyond Imagination #IRC #aiart,미유 (MIUU AI) 룩북 SPORTS LOOKBOOK AIルックブック,2025-06-08 13:02:22+00:00,17,26966112,168947,1321,0.006265159536,0.000049,13
Artificial Intelligence: Last Week Tonight with John Oliver (HBO),LastWeekTonight,2023-02-27 07:30:08+00:00,24,11451321,204253,11346,0.01783663057,0.000990802634,1673
Godfather of AI: They Keep Silencing Me But I’m Trying to Warn Them!,The Diary Of A CEO,2025-06-16 07:00:44+00:00,22,11360377,251223,28723,0.02211396487,0.002528348969,5408
A.I. ‐ Humanity's Final Invention?,Kurzgesagt – In a Nutshell,2024-08-06 14:00:09+00:00,27,11108848,306156,21118,0.02755965087,0.001901007026,1003
The AI Safety Expert: These Are The Only 5 Jobs That Will Remain In 2030! - Dr. Roman Yampolskiy,The Diary Of A CEO,2025-09-04 07:00:34+00:00,22,10040019,218333,41609,0.02174627142,0.004144314454,5258
How much does an AI ENGINEER make?,Broke Brothers,2023-05-20 11:30:11+00:00,22,9936719,308144,2420,0.0310106353,0.0002435411283,36
Buy an AI Humanoid Robot to Take Care of Your Baby #robot #ai #shorts,AI Robot Lab,2025-05-16 07:45:12+00:00,24,18874582,98577,613,0.005222737901,0.0000325,26
AI ने कही परेशान करने वाली चीज़ें 😨 DISTURBING THINGS SAID BY A.I. 🤯 #factsdastan #shorts,Facts Dastan,2023-01-03 14:29:58+00:00,24,9493369,979425,1407,0.1031693698,0.0001482086972,60
Ai Made In China,Plan3,2024-02-09 17:00:42+00:00,1,9714997,698879,3434,0.07193815171,0.000353474082,39
Artificial Intelligence | 60 Minutes Full Episodes,60 Minutes,2023-12-30 13:00:02+00:00,25,9118589,95272,8037,0.01044810656,0.000881386267,3210
It Begins: An AI Literally Attempted Murder To Avoid Shutdown,Species | Documenting AGI,2025-10-01 17:58:17+00:00,27,8941707,378276,36040,0.04230466931,0.004030549868,835
AI Wisdom vs Human Wisdom: Sophia Robot’s Surprising Answer!,AITube,2024-04-01 16:30:52+00:00,28,9089745,262444,10216,0.02887253395,0.001123903792,37
AI Slop Is Destroying The Internet,Kurzgesagt – In a Nutshell,2025-10-07 14:00:17+00:00,27,8567809,724455,35714,0.08455544649,0.00416839309,734
We're Not Ready for Superintelligence,AI In Context,2025-07-09 16:03:16+00:00,28,8508911,344231,33478,0.04045534846,0.003934463066,2051
"🇮🇹 Italy’s AI Athlete – Pure Style, Pure Power  #robot #humanoid #Future  #Olympics #aiart",VS SEVEN,2025-05-20 17:45:03+00:00,17,18498928,151855,958,0.008208853604,0.0000518,27
Apple's AI Crisis: Explained!,Marques Brownlee,2025-03-29 02:41:29+00:00,28,8109636,202405,14709,0.02495857706,0.00181376799,1012
Apple Intelligence vs Galaxy Ai✨ #Shorts,lifegoodd,2024-11-06 16:31:00+00:00,28,7999377,0,2756,0,0.000344526787,19
Hyper-realistic Robot at CES 2025! #robot #ai #shorts,Voices of Nightmare,2025-01-19 00:45:01+00:00,22,14119348,198103,13473,0.01403060439,0.0009542224645,39
Ai Is Only Dangerous For Ai,Facts' Mine,2025-02-03 03:31:00+00:00,24,9734984,721500,981,0.07411413577,0.0001007705713,40
"The cow warreped in millions of zombies 😭 saved by farmers ,#ai #trending #farmer #humanity",Catfuntv,2025-03-22 13:04:38+00:00,22,8452616,93117,867,0.0110163515,0.0001025717834,23
"The cow covered in millions of octopus 😭 rescue team saved her , #ai #trending #rescue #cow",Catfuntv,2025-03-16 13:00:39+00:00,22,7781977,96347,292,0.01238078545,0.0000375,23
What if our Hands had Artificial Intelligence (AI)? + more videos | #aumsum #kids #children #whatif,AumSum's Science,2024-05-06 12:00:53+00:00,27,6679303,5906,0,0.0008842238652,0,1839
Real life Vs AI. Part 11,Jiemba Sands,2025-07-31 13:45:00+00:00,23,12370553,295909,841,0.02392043234,0.000068,17
Elon Musk on A.i | Sophia the humanoid Robot 🤖,Inspiring Codes,2023-04-30 20:07:12+00:00,27,6970615,0,4509,0,0.000646858183,19
How AI is Changing the World!,Dhruv Rathee Shorts,2023-07-22 12:33:53+00:00,22,6188894,409833,2364,0.0662207066,0.0003819744882,60
Silicon Valley Secrets: Inside the AI Robotics Lab – Ep.2 #AIrobot #SiliconValley,AI Robot Lab,2025-09-20 06:36:04+00:00,24,12034736,69990,1439,0.005815665103,0.0001195705398,20
FINALLY! India Begins 'COMPULSORY' AI Education in Schools! #shorts,FactTechz,2025-10-18 00:30:02+00:00,27,8551072,437735,3378,0.05119065175,0.0003950381432,59
CHAT GPT और Artificial Intelligence | कैसे GPT USE करें | ROBOTS V/S HUMANS | JOBS RISK | Alakh GK,Alakh GK,2023-06-21 16:22:23+00:00,22,4747144,139768,3163,0.02944253862,0.0006662952153,1789
Artificial Intelligence Out of Control: The Apocalypse is Here | How AI and ChatGPT End Humanity,The Why Files,2023-07-07 01:00:11+00:00,28,4700822,189600,19686,0.0403333629,0.004187777332,2628
Squid Game AI Edible Slime ASMR #squidgame #squidgame2 #ai #asmr,A.I.C,2025-05-24 04:05:04+00:00,22,13101317,48193,305,0.003678484867,0.0000233,8
INDIA is Literally CRAZY in AI USAGE - World's BIGGEST AI Company CEO Says #shorts,FactTechz,2025-04-09 23:29:00+00:00,27,6713010,430693,3362,0.06415794641,0.0005008184852,55
How China Is Using Artificial Intelligence in Classrooms | WSJ,The Wall Street Journal,2019-10-01 17:20:56+00:00,25,4289580,82564,12746,0.01924756754,0.002971385783,344
I Expanded Memes Using Artificial Intelligence...,KingSammelot,2023-11-18 16:00:22+00:00,20,4237409,69330,9228,0.01636140945,0.002177745368,1283
Sam Altman Shows Me GPT 5... And What's Next,Cleo Abram,2025-08-08 00:09:36+00:00,25,4190019,92871,9063,0.02216481067,0.002162996835,3907
"Ex-OpenAI Scientist WARNS: ""You Have No Idea What's Coming""",AI Upload,2025-07-16 21:51:04+00:00,28,4148571,51823,16786,0.01249176825,0.004046211564,1094
"Godfather of AI WARNS: ""You Have No Idea What's Coming""",The Diary Of A CEO Clips,2025-09-27 18:00:03+00:00,22,4073415,60814,11599,0.01492948425,0.00284748722,1257
The Future of Artificial Intelligence By Sandeep Maheshwari | Will ChatGPT Take Your Job?,Sandeep Maheshwari,2023-05-11 06:38:09+00:00,22,4061251,136338,6150,0.03357043591,0.00151431135,915
"""Godfather of AI"" Geoffrey Hinton: The 60 Minutes Interview",60 Minutes,2023-10-09 12:03:13+00:00,25,3878052,52101,3935,0.01343483444,0.001014684431,792
AI 2025 vs AI 2023,Meme Zee,2025-03-19 11:23:29+00:00,22,6662779,237323,3099,0.035619216,0.0004651211656,8
Nobel Prize Winner Says ‘AI is The MOST DANGEROUS Invention Ever’ Sir Geoffrey Hinton #shorts,FactTechz,2025-07-13 00:30:20+00:00,27,5865843,373669,2179,0.06370251238,0.0003714725451,101
AI 2027: A Realistic Scenario of AI Takeover,Species | Documenting AGI,2025-05-28 20:53:33+00:00,27,3834848,114674,18198,0.02990313308,0.004745428047,2265
THE REAL SPAGHETTI O’S ​@cookingwithkian,itsQCP,2024-02-06 20:09:34+00:00,24,272007073,6419768,18878,0.02360147442,0.0000694,44
1000 SAMOSA RECIPE BY MY GRANNY | STREET FOOD | INDIAN RECIPES | PERFECT SAMOSA | POTATO RECIPES,Veg Village Food,2020-06-19 12:30:05+00:00,26,149137658,935451,30939,0.006272399649,0.0002074526327,603
Hari mirche jyada daal di.🤣 #cooking #food #recipe #vlog #vlogging #dailyvlog #lifestyle #shorts,Loveneet Valecha,2025-07-29 07:51:35+00:00,22,277083247,1896030,2452,0.006842817145,0.00000885,23
Java Plum Jaam #Shorts,Side Dish Recipes,2024-06-04 12:30:13+00:00,26,146231267,3144888,3503,0.02150626226,0.000024,59
Black Forest Cake #shorts,Great Indian Asmr,2023-12-20 12:14:05+00:00,22,139348543,5235613,10157,0.03757206821,0.0000729,59
Dhaba Style Egg Curry ASMR Cooking | #shorts #food #cooking #recipe #eggcurry #egg #nonveg #viral,Indian ASMR World,2023-04-25 07:30:05+00:00,22,114431962,3418128,4068,0.02987039556,0.0000355,52
Special Cheesy Bread Omlet Recipe 😍 | indian street food | street food india | egg recipes,Yummy Food,2021-05-16 20:30:42+00:00,22,111782894,0,7859,0,0.0000703,60
Anda Tawa Fry ASMR Cooking || #food #cooking #shorts #indianasmrworld #nonveg #egg,Indian ASMR World,2023-12-12 07:27:00+00:00,22,93090333,3210440,3796,0.03448736149,0.0000408,53
This idea was a special by you guys! So here’s Noodles without Noodles 😉❤️,Cookd,2024-06-25 13:33:11+00:00,26,97124017,2702674,7292,0.02782704068,0.0000751,49
10 MILLION TINY FISHES | Ayira Meen | Rare River Fish Cleaning and Cooking In Village | Fish Recipes,Village Cooking Channel,2022-03-26 14:34:19+00:00,26,76409272,784052,11524,0.01026121528,0.0001508193907,534
Sheer Khurma Recipe | Special Eid Recipe | Sweet Dish | Cooking CH,Cooking CH,2024-04-08 02:49:15+00:00,26,74141865,2013487,5470,0.02715722046,0.0000738,58
Cooking A Whole Huge Ostrich! The Recipe Of The Dish That Everyone Was Waiting For,WILDERNESS COOKING,2023-10-01 13:00:33+00:00,26,68811595,484053,23873,0.007034468435,0.0003469328048,1512
Ye kyaa huaa 😩 #food #cookingrecipes #shorts #youtubeshorts,Secret of yum,2023-12-17 11:15:25+00:00,22,68952679,2269403,2311,0.03291246983,0.0000335,60
Pistachio with Pomegranate flaver recipe🥜🔥#fruits #cooking #recipes #shorts,Ashkan Sadeghi,2024-11-12 15:28:40+00:00,26,68823812,1475705,2241,0.02144177917,0.0000326,61
FULL CHICKEN BIRYANI | Whole Chicken Biryani Cooking & Eating in Village | Arabian Biryani Recipe,Village Cooking Channel,2024-09-24 14:00:12+00:00,26,59910020,604286,7851,0.01008655964,0.0001310465239,525
This BINGHULU recipe is surprisingly delightful!,Little Remy Food 🐭🍝,2024-08-24 20:17:57+00:00,24,66731938,2197367,4455,0.03292826543,0.0000668,20
Kitkat Shake🍫🥤 #recipe #cooking #streetfood #eveningsnacks #foodie #indianfood #food #shorts,Loveneet Valecha,2025-05-14 07:30:08+00:00,22,122654238,1077520,2355,0.008785020467,0.0000192,20
Is Minecraft food any good #cooking #food #foodasmr #recipe,Louis Gantus,2024-03-02 19:58:27+00:00,22,59157893,0,10323,0,0.0001744991125,52
Unique Chikkar Chole Recipe😍 #shorts #chole #trending,Foodies Food Court,2025-03-21 06:15:02+00:00,22,74392599,1554399,2311,0.0208945379,0.0000311,43
Perfect Cake Slices Made Easy,5-Minute Crafts HOUSE,2025-08-03 12:45:11+00:00,26,113393655,739579,537,0.006522225547,0.00000474,19
Paneer Shawarma Burger Making🥵🔥|| Indian Street Food,bhukkad dilli ke,2024-12-05 06:30:10+00:00,22,58780648,1347777,2782,0.02292892343,0.0000473,45
Delicious Street Food Recipes - Satisfying Food Ideas #Shorts,Cooking Little,2022-04-15 13:03:51+00:00,22,50321955,1000759,2106,0.01988712442,0.0000419,34
How to cook salmon fish recipe #shortvideo #shorts #cooking #food #recipe,The Everyday Recipe,2024-11-25 16:27:24+00:00,22,50280390,1452828,11120,0.02889452471,0.0002211597758,59
Sirf 5 MIN mai 🤩 Itna Tasty 💜 Recipe #dinner #dinnerrecipe #lunch #lunchrecipe #dinnerideas #recipe,Chef Prateek's Kitchen,2024-09-04 12:35:34+00:00,26,50170445,1816984,5124,0.0362162218,0.0001021318407,59
Best Of Food Recipe 🤗 How To Make Delicious Miniature Cheetos Fried Chicken | By Tina Mini Cooking,Tina Mini Cooking,2024-01-06 13:00:15+00:00,24,44609921,684363,9252,0.01534104902,0.0002073978072,3950
Angara Chicken ASMR Cooking || #shorts #indianasmrworld #recipe #asmr #nonveg #chicken #streetfood,Indian ASMR World,2024-06-24 12:10:00+00:00,22,51749794,1877589,2245,0.03628205677,0.0000434,54
Street Style Ragda Pani Puri ASMR Cooking || #shorts #food #cooking #asmr #recipe #indianasmrworld,Indian ASMR World,2025-05-18 08:26:00+00:00,22,91421560,1161963,1064,0.01270994487,0.0000116,57
PRAWNS FRY | Crispy Shrimp Fry Recipe Cooking in Village | Tasty Fried Shrimp Seafood Recipe,Village Cooking Channel,2020-08-17 14:17:29+00:00,26,42249717,456338,8154,0.0108009715,0.000192995371,605
Pistachio with Savory and sour flaver recipe 🍋🧂#fruits #cooking #recipes  #shorts,Ashkan Sadeghi,2025-03-04 13:15:23+00:00,26,58894409,754186,1306,0.01280573148,0.0000222,60
10 minutes Healthy dahi wala Sandwich #food #bharatzkitchen #recipe #cooking,Bharatzkitchen Shorts,2024-05-23 12:07:13+00:00,26,42223852,1545577,1950,0.03660435726,0.0000462,55
Momos pizza recipe!!! #food #recipe #youtubeshorts #shortvideo #shorts,Secret of yum,2024-04-10 12:20:10+00:00,22,41790273,1445339,1313,0.03458553538,0.0000314,59
Papad cone recipe !! #recipe #food #shorts #youtubeshorts,Secret of yum,2025-03-23 11:04:59+00:00,22,47159467,1321678,2418,0.02802571903,0.0000513,59
Gym ke liye late ho gaya.🥲 #cooking #food #recipe #vlog #lifestyle #explorepage #dailyvlog #shorts,Loveneet Valecha,2025-10-25 07:47:20+00:00,22,78133831,745467,1417,0.009540899005,0.0000181,31
Egg Paratha? #shorts#shortsviral #shortsvideo #recipe,RecipeSima,2025-06-27 13:10:50+00:00,26,75495701,1004992,848,0.01331191013,0.0000112,35
COLORFUL SWEET | Coconut Laddu Recipe Cooking in Village | Farm Fresh Coconut Nariyal Ladoo Recipe,Village Cooking Channel,2025-02-08 14:02:26+00:00,26,37331561,181220,3085,0.004854337464,0.0000826,641
Cheap vs expensive burrito #cooking #food #foodasmr #recipe,Louis Gantus,2024-02-27 20:00:25+00:00,22,38395471,0,6193,0,0.000161295061,57
Ayeein 😂😂ye kaise hua???? #food #cookingrecipes #recipe #youtubeshorts #shortvideo,Secret of yum,2023-12-05 10:51:19+00:00,22,38266664,1427982,1886,0.03731660441,0.0000493,59
The end of an era #cooking #food #foodasmr #recipe,Louis Gantus,2024-03-18 19:05:08+00:00,22,37636490,0,18559,0,0.0004931118579,46
"14 Amazing Potato Recipes!! Collections ! French Fries , Potato Chip , Potato Snack, Potato Sticks",Cooking Lee's,2022-12-12 12:30:30+00:00,26,34965480,314636,4713,0.00899847481,0.0001347900805,3085
Korean style burger !! #food #recipe #shorts #youtubeshorts #short,Secret of yum,2025-05-30 11:52:15+00:00,22,54741925,1057816,1246,0.01932368985,0.0000228,59
MUTTON DRY FRY | Varattu Kari | Chettinad Fried Mutton Recipe | Traditional Cooking in Village,Village Cooking Channel,2019-05-18 14:32:01+00:00,26,34362471,319634,5340,0.009301833698,0.000155402091,604
🍞💛 Rasmalai Bread Recipe | Instant Indian Dessert 🤯,The Flavor Queen,2025-09-02 12:24:01+00:00,26,74863185,915451,521,0.01222832007,0.00000696,17
Momos 🥟😍 #recipe #cooking  #indianfood #eveningsnacks #streetfood #youtubeshorts,Loveneet Valecha,2025-03-02 06:40:51+00:00,22,55225868,857130,1928,0.01552044387,0.0000349,29
Kadai paneer with garlic naan recipe!! #food #recipe #shorts #youtubeshorts #paneer,Secret of yum,2024-11-22 11:24:29+00:00,22,35651886,1061793,1453,0.02978223845,0.0000408,55
Hyderabadi Khagina | Celebrity Recipes | Food Prescription #shorts #youtubeshorts,Food Prescription,2025-02-10 15:30:18+00:00,26,44417159,806282,2663,0.01815248881,0.00006,54
Mischen Sie einfach 3 Eier und Kartoffeln! Dieses Gericht wird jeden sofort beeindrucken!,Rezept hub,2025-03-05 14:19:26+00:00,22,30967363,280127,17167,0.009045878106,0.0005543578071,944
43 Easy 3-Ingredient Recipes,Tasty,2018-09-21 16:00:03+00:00,26,30760360,577082,15792,0.01876057306,0.0005133879931,1220
